,Date,Ticker,BOARD_AVERAGE_AGE,BOARD_MEETINGS_PER_YR,BOARD_MEETING_ATTENDANCE_PCT,BOARD_SIZE,CEO_DUALITY,CHIEF_EXECUTIVE_OFFICER_AGE,CHIEF_EXECUTIVE_OFFICER_TENURE,CUR_MKT_CAP,ENVIRON_DISCLOSURE_SCORE,EQY_INST_PCT_SH_OUT,ESG_DISCLOSURE_SCORE,FEMALE_CEO_OR_EQUIVALENT,GOVNCE_DISCLOSURE_SCORE,INDEPENDENT_DIRECTORS,NUMBER_OF_WOMEN_ON_BOARD,PCT_IND_DIRECTORS_ON_COMP_CMTE,PCT_WOMEN_ON_BOARD,SOCIAL_DISCLOSURE_SCORE,TOT_COMP_AW_TO_CEO_&_EQUIV,BOARD_AVERAGE_TENURE,BS_TOT_ASSET,EPS_GROWTH,FNCL_LVRG,NET_INCOME,PCT_INSIDER_SHARES_OUT,RETURN_COM_EQY,RETURN_ON_ASSET,SALES_GROWTH,SHORT_AND_LONG_TERM_DEBT,TOBIN_Q_RATIO,TOTAL_EQUITY,security_name,gics_sector_name
2233,2012-12-31,MX CT Equity,63.0,8.0,98.75,10.0,0.0,,,2977.2896,20.9302,88.15,27.2727,0.0,51.7857,9.0,2.0,100.0,20.0,17.5439,7001755.0,,3442.561,107.6923,2.537,-68.105,0.727,-5.0549,-1.9925000000000002,-2.5066,1194.371,1.4976,1477.737,Methanex Corp,Materials
2234,2013-12-31,MX CT Equity,63.273,6.0,100.0,11.0,0.0,55.0,1.0,6011.1146,15.5039,96.069,25.6198,0.0,51.7857,9.0,2.0,100.0,18.182,22.807,6278707.0,8.18,4120.9,107.6923,2.566,329.167,0.783,22.334600000000002,8.7041,18.9322,1168.306,1.9761,1905.333,Methanex Corp,Materials
2235,2014-12-31,MX CT Equity,64.182,6.0,100.0,11.0,0.0,56.0,2.0,4989.8047,29.4574,108.115,34.2975,0.0,51.7857,9.0,2.0,100.0,18.182,28.0702,6360919.0,9.18,4775.34,38.4393,2.583,454.61,0.709,26.3994,10.2203,6.5922,1722.038,1.5143,2053.217,Methanex Corp,Materials
2236,2015-12-31,MX CT Equity,65.0,6.0,98.55,12.0,0.0,57.0,3.0,4096.5616,34.1085,116.429,39.2562,0.0,51.7857,11.0,3.0,100.0,25.0,38.5965,5698022.0,10.18,4555.924,-53.8622,2.6614,200.617,0.759,11.4439,4.2999,-30.9548,1535.89,1.2730000000000001,1968.573,Methanex Corp,Materials
2237,2016-12-31,MX CT Equity,64.083,6.0,100.0,12.0,0.0,57.0,4.0,5289.6373,37.2093,108.914,40.9091,0.0,51.7857,11.0,3.0,100.0,25.0,38.5965,6045953.0,9.06,4556.663,-53.8622,2.7476000000000003,-12.545,0.656,-0.7565,-0.2753,-10.2073,1556.206,1.5127000000000002,1805.35,Methanex Corp,Materials
2238,2017-12-31,MX CT Equity,65.083,6.0,99.0,12.0,0.0,58.0,5.0,6379.3585,43.4109,98.242,45.4545,0.0,51.7857,11.0,3.0,100.0,25.0,43.8596,6970480.0,10.06,4610.742,-53.8622,2.9595000000000002,316.135,0.702,20.4116,6.8969000000000005,53.1524,1502.271,1.7791000000000001,1745.111,Methanex Corp,Materials
2239,2018-12-31,MX CT Equity,64.615,6.0,97.14,13.0,0.0,60.0,6.0,5118.4181,47.2868,82.944,46.281,0.0,51.7857,12.0,4.0,100.0,30.769,38.5965,8852403.0,8.35,4608.999,94.2308,3.061,568.982,0.874,37.7813,12.3427,46.4628,1658.046,1.48,1807.841,Methanex Corp,Materials
2240,2019-12-31,MX CT Equity,62.083,10.0,96.19,12.0,0.0,61.0,7.0,3821.2334,49.6124,78.335,50.8264,0.0,57.1429,11.0,4.0,100.0,33.333,47.3684,7677584.0,6.78,5196.615,-83.7341,3.4492,87.767,0.898,6.1745,1.7901,-26.7515,2487.358,1.3103,1630.36,Methanex Corp,Materials
2241,2020-12-31,MX CT Equity,62.417,10.0,100.0,12.0,0.0,62.0,8.0,4456.7087,47.2868,81.931,51.6529,0.0,60.7143,11.0,4.0,100.0,33.333,52.6316,6759516.0,6.47,5696.051,-83.7341,4.3908,-156.678,0.821,-12.6313,-2.8768000000000002,-19.2949,3085.606,1.4111,1441.457,Methanex Corp,Materials
2242,2010-12-31,NA CT Equity,61.071,17.0,98.3,14.0,0.0,,,11137.0553,41.0714,27.275,48.6842,0.0,67.8571,12.0,5.0,100.0,35.714,45.0,5719359.0,,145302.0,20.7661,25.8293,1034.0,5.124,15.7068,0.7454,-1.6974,32838.0,1.028,8425.0,National Bank of Canada,Financials
2243,2011-12-31,NA CT Equity,61.6,18.0,98.5,15.0,0.0,,,11571.7828,41.0714,26.417,47.3684,0.0,62.5,13.0,4.0,100.0,26.667,45.0,8469286.0,,166854.0,16.8614,25.8293,1224.0,4.045,15.7068,0.7842,19.639499999999998,40414.0,1.028,7505.0,National Bank of Canada,Financials
2244,2012-12-31,NA CT Equity,61.286,15.0,98.9,14.0,0.0,,,12445.6663,39.2857,21.389,45.1754,0.0,57.1429,12.0,4.0,100.0,28.571,45.0,7587015.0,,177903.0,34.2857,25.8293,1561.0,3.6790000000000003,15.7068,0.9056,12.6408,40133.0,1.0337,8240.0,National Bank of Canada,Financials
2245,2013-12-31,NA CT Equity,62.25,19.0,97.1,16.0,0.0,51.0,6.58,14397.1214,36.6071,22.986,42.5439,0.0,57.1429,14.0,4.0,100.0,25.0,40.0,7768587.5091,8.5,188219.0,-7.6065000000000005,26.2547,1449.0,11.902,20.208,0.7915,0.3098,43523.0,1.0386,8953.0,National Bank of Canada,Financials
2246,2014-12-31,NA CT Equity,61.267,18.0,100.0,15.0,0.0,52.0,7.58,16250.4594,28.5714,25.566,39.9123,0.0,57.1429,13.0,5.0,100.0,33.333,45.0,10147628.0,5.97,205429.0,0.4032,24.6477,1469.0,0.189,17.8949,0.7464,5.5024999999999995,38824.0,1.0431,10502.0,National Bank of Canada,Financials
2247,2015-12-31,NA CT Equity,59.938,19.0,97.63,16.0,0.0,53.0,8.58,13580.1337,28.5714,28.535,38.5965,0.0,51.7857,14.0,6.0,100.0,37.5,45.0,6555153.0,5.65,216090.0,4.5872,23.3982,1549.0,0.181,16.6972,0.735,1.7163,34505.0,1.0235,11355.0,National Bank of Canada,Financials
2248,2016-12-31,NA CT Equity,59.786,16.0,98.06,14.0,0.0,54.0,9.58,18431.9687,23.2143,30.945,35.9649,0.0,51.7857,13.0,5.0,100.0,35.714,45.0,8115183.0,4.67,232206.0,-27.4123,23.3816,1181.0,0.188,11.6518,0.5269,1.4912,37855.0,1.0282,12102.0,National Bank of Canada,Financials
2249,2017-12-31,NA CT Equity,58.615,15.0,98.99,13.0,0.0,55.0,10.58,21336.8285,25.8929,32.705,38.5965,0.0,57.1429,12.0,5.0,100.0,38.461,45.0,9345874.0,4.9,245827.0,64.3505,23.4998,1940.0,0.226,18.2381,0.8117,15.4401,37139.0,1.043,13558.0,National Bank of Canada,Financials
2250,2018-12-31,NA CT Equity,59.929,14.0,98.42,14.0,0.0,56.0,11.58,18820.6369,25.8929,28.349,41.2281,0.0,62.5,13.0,5.0,100.0,35.714,50.0,8870286.0,5.53,262471.0,10.4779,22.8695,2145.0,0.245,18.3569,0.844,19.6718,38525.0,1.0324,14355.0,National Bank of Canada,Financials
2251,2019-12-31,NA CT Equity,60.429,15.0,100.0,14.0,0.0,57.0,12.58,24089.2092,42.8571,29.924,54.8246,0.0,62.5,13.0,6.0,100.0,42.857,70.0,8393870.0,6.13,281458.0,6.3228,22.8024,2256.0,0.209,17.9425,0.8295,12.044,35522.0,1.037,15136.0,National Bank of Canada,Financials
2252,2020-12-31,NA CT Equity,61.0,18.0,99.21,15.0,0.0,58.0,13.58,24072.3079,42.8571,30.271,54.8246,0.0,62.5,14.0,6.0,100.0,40.0,70.0,8341103.0,6.07,331625.0,-10.3286,23.8017,2041.0,0.275,14.9313,0.6658,-6.3281,51002.0,1.0243,16383.0,National Bank of Canada,Financials
2253,2010-12-31,NAE CT Equity,61.71,9.0,100.0,7.0,0.0,,,1901.5495,2.4793,,12.0332,,46.4286,5.0,,,0.0,4.6875,,,1638.101,355.5556,1.8143,59.025,,6.5952,3.635,14.746,466.485,1.6172,895.75,NAL Energy Corp,
2254,2011-12-31,NAE CT Equity,61.71,9.0,100.0,7.0,0.0,,,1182.3113,2.4793,18.572,12.0332,,46.4286,5.0,,,0.0,4.6875,,,1561.204,355.5556,1.8902999999999999,-11.034,0.196,-1.3039,-0.6898,0.5366,443.297,1.2524,796.725,NAL Energy Corp,
2255,2012-12-31,NAE CT Equity,61.71,9.0,100.0,7.0,0.0,,,996.5029,2.4793,10.046,12.0332,,46.4286,5.0,,,0.0,4.6875,,,1561.204,355.5556,1.8902999999999999,-11.034,0.121,-1.3039,-0.6898,0.5366,443.297,1.2524,796.725,NAL Energy Corp,
2256,2013-12-31,NAE CT Equity,61.71,9.0,100.0,7.0,0.0,,,,2.4793,9.159,12.0332,,46.4286,5.0,,,0.0,4.6875,,,1561.204,355.5556,1.8902999999999999,-11.034,0.121,-1.3039,-0.6898,0.5366,443.297,1.2524,796.725,NAL Energy Corp,
2257,2014-12-31,NAE CT Equity,61.71,9.0,100.0,7.0,0.0,,,,2.4793,9.159,12.0332,,46.4286,5.0,,,0.0,4.6875,,,1561.204,355.5556,1.8902999999999999,-11.034,0.121,-1.3039,-0.6898,0.5366,443.297,1.2524,796.725,NAL Energy Corp,
2258,2015-12-31,NAE CT Equity,61.71,9.0,100.0,7.0,0.0,,,,2.4793,9.159,12.0332,,46.4286,5.0,,,0.0,4.6875,,,1561.204,355.5556,1.8902999999999999,-11.034,0.121,-1.3039,-0.6898,0.5366,443.297,1.2524,796.725,NAL Energy Corp,
2259,2016-12-31,NAE CT Equity,61.71,9.0,100.0,7.0,0.0,,,,2.4793,,12.0332,,46.4286,5.0,,,0.0,4.6875,,,1561.204,355.5556,1.8902999999999999,-11.034,,-1.3039,-0.6898,0.5366,443.297,1.2524,796.725,NAL Energy Corp,
2260,2017-12-31,NAE CT Equity,61.71,9.0,100.0,7.0,0.0,,,,2.4793,,12.0332,,46.4286,5.0,,,0.0,4.6875,,,1561.204,355.5556,1.8902999999999999,-11.034,,-1.3039,-0.6898,0.5366,443.297,1.2524,796.725,NAL Energy Corp,
2261,2018-12-31,NAE CT Equity,61.71,9.0,100.0,7.0,0.0,,,,2.4793,,12.0332,,46.4286,5.0,,,0.0,4.6875,,,1561.204,355.5556,1.8902999999999999,-11.034,,-1.3039,-0.6898,0.5366,443.297,1.2524,796.725,NAL Energy Corp,
2262,2019-12-31,NAE CT Equity,61.71,9.0,100.0,7.0,0.0,,,,2.4793,,12.0332,,46.4286,5.0,,,0.0,4.6875,,,1561.204,355.5556,1.8902999999999999,-11.034,,-1.3039,-0.6898,0.5366,443.297,1.2524,796.725,NAL Energy Corp,
2263,2020-12-31,NAE CT Equity,61.71,9.0,100.0,7.0,0.0,,,,2.4793,,12.0332,,46.4286,5.0,,,0.0,4.6875,,,1561.204,355.5556,1.8902999999999999,-11.034,,-1.3039,-0.6898,0.5366,443.297,1.2524,796.725,NAL Energy Corp,
2264,2010-12-31,NAL CT Equity,59.0,6.0,100.0,8.0,0.0,,,576.5045,,27.719,13.2231,0.0,51.7857,7.0,1.0,100.0,12.5,5.2632,1432800.0,,1047.677,371.4286,1.9183,16.122,2.118,3.03,1.5795,19.1963,285.813,1.05,524.156,Newalta Corp,Energy
2265,2011-12-31,NAL CT Equity,60.0,7.0,100.0,8.0,0.0,,,603.2166,4.6512,37.785,24.3802,0.0,51.7857,7.0,1.0,100.0,12.5,42.1053,1964537.0,,1165.021,109.0909,2.0756,33.562,2.24,6.2964,3.0336,18.5062,319.71,1.0526,541.921,Newalta Corp,Energy
2266,2012-12-31,NAL CT Equity,61.0,14.0,99.1,8.0,0.0,,,840.069,6.9767,44.623,26.8595,0.0,51.7857,7.0,1.0,100.0,12.5,47.3684,1519000.0,,1318.758,24.6377,2.0989,42.804,2.039,7.2343,3.4467,6.3531,322.834,1.1514,641.44,Newalta Corp,Energy
2267,2013-12-31,NAL CT Equity,60.9,9.0,98.89,10.0,0.0,63.0,21.0,961.0755,6.9767,69.101,26.8595,0.0,51.7857,9.0,1.0,100.0,10.0,47.3684,1400256.0,10.1,1408.241,-48.8372,2.0712,21.94,1.601,3.3327999999999998,1.6091,-43.2424,365.427,1.2051,675.162,Newalta Corp,Energy
2268,2014-12-31,NAL CT Equity,59.539,13.0,96.62,13.0,0.0,42.0,0.17,988.2982,8.5271,56.078,24.3802,0.0,51.7857,11.0,1.0,100.0,7.692,33.3333,4243449.0,8.65,1365.085,-48.8372,2.3148,-142.673,1.646,-23.8172,-10.2889,20.1738,453.941,1.3409,522.906,Newalta Corp,Energy
2269,2015-12-31,NAL CT Equity,56.889,12.0,99.07,9.0,0.0,43.0,1.17,196.2656,8.5271,63.275,24.3802,0.0,51.7857,8.0,1.0,100.0,11.111,33.3333,1153192.0,6.23,859.483,-1240.9091,2.5777,-183.056,1.71,-42.4228,-16.4577,-33.8656,328.709,0.8327,340.101,Newalta Corp,Energy
2270,2016-12-31,NAL CT Equity,57.889,8.0,98.6,9.0,0.0,44.0,2.17,204.5037,8.5271,76.749,24.3802,0.0,51.7857,8.0,1.0,100.0,11.111,33.3333,,7.23,729.767,31.5254,2.7907,-158.465,1.7309999999999999,-55.6528,-19.9421,-37.2836,319.887,0.9659,229.376,Newalta Corp,Energy
2271,2017-12-31,NAL CT Equity,58.889,7.0,98.6,9.0,0.0,45.0,3.17,89.0296,8.5271,77.316,22.314,0.0,42.8571,8.0,1.0,100.0,11.111,33.3333,,8.23,688.237,72.7723,3.5353,-48.17,1.867,-24.0188,-6.7941,19.9383,334.137,0.8798,171.727,Newalta Corp,Energy
2272,2018-12-31,NAL CT Equity,58.889,7.0,98.6,9.0,0.0,46.0,3.75,114.5926,8.5271,55.019,22.314,0.0,42.8571,8.0,1.0,100.0,11.111,33.3333,,8.81,688.237,72.7723,3.5353,-48.17,1.484,-24.0188,-6.7941,19.9383,334.137,0.8798,171.727,Newalta Corp,Energy
2273,2019-12-31,NAL CT Equity,58.889,7.0,98.6,9.0,0.0,47.0,5.17,,8.5271,0.085,22.314,0.0,42.8571,8.0,1.0,100.0,11.111,33.3333,,,688.237,72.7723,3.5353,-48.17,0.412,-24.0188,-6.7941,19.9383,334.137,0.8798,171.727,Newalta Corp,Energy
2274,2020-12-31,NAL CT Equity,58.889,7.0,98.6,9.0,0.0,48.0,6.17,,8.5271,0.0,22.314,0.0,42.8571,8.0,1.0,100.0,11.111,33.3333,,,688.237,72.7723,3.5353,-48.17,0.412,-24.0188,-6.7941,19.9383,334.137,0.8798,171.727,Newalta Corp,Energy
2275,2010-12-31,NDN CT Equity,60.0,11.0,90.0,8.0,0.0,,,758.4525,6.9767,83.647,17.7686,,55.3571,7.0,,,12.5,5.2632,,,564.021,-869.342,1.6447,-232.01,0.749,-34.8494,-21.1892,-4.0192,44.15,1.7395,337.589,Nordion Inc,Health Care
2276,2011-12-31,NDN CT Equity,60.22,9.0,98.63,9.0,0.0,,,533.3362,6.9767,91.401,17.7686,0.0,55.3571,8.0,2.0,100.0,22.22,5.2632,,,458.663,-869.342,1.6432,16.847,0.356,5.4138,3.2947,23.4534,44.33,1.575,284.778,Nordion Inc,Health Care
2277,2012-12-31,NDN CT Equity,60.2,16.0,97.0,10.0,0.0,,,401.171,6.9767,83.982,19.8347,0.0,55.3571,9.0,2.0,100.0,20.0,14.0351,,,428.581,-869.342,1.8502,-28.869,0.364,-12.0402,-6.5076,-10.6511,43.331,1.4848,194.765,Nordion Inc,Health Care
2278,2013-12-31,NDN CT Equity,60.222,13.0,99.0,9.0,0.0,,,558.4219,6.9767,80.488,19.8347,0.0,55.3571,8.0,2.0,100.0,22.222,14.0351,,,617.051,-869.342,1.5979999999999999,237.15,0.193,72.4851,45.3601,-4.9216,40.441,1.0854,459.576,Nordion Inc,Health Care
2279,2014-12-31,NDN CT Equity,60.222,13.0,99.0,9.0,0.0,,,889.0204,6.9767,140.509,19.8347,0.0,55.3571,8.0,2.0,100.0,22.222,14.0351,,,617.051,-869.342,1.5979999999999999,237.15,0.048,72.4851,45.3601,-4.9216,40.441,1.0854,459.576,Nordion Inc,Health Care
2280,2015-12-31,NDN CT Equity,60.222,13.0,99.0,9.0,0.0,,,,6.9767,0.345,19.8347,0.0,55.3571,8.0,2.0,100.0,22.222,14.0351,,,617.051,-869.342,1.5979999999999999,237.15,0.0,72.4851,45.3601,-4.9216,40.441,1.0854,459.576,Nordion Inc,Health Care
2281,2016-12-31,NDN CT Equity,60.222,13.0,99.0,9.0,0.0,,,,6.9767,0.345,19.8347,0.0,55.3571,8.0,2.0,100.0,22.222,14.0351,,,617.051,-869.342,1.5979999999999999,237.15,0.0,72.4851,45.3601,-4.9216,40.441,1.0854,459.576,Nordion Inc,Health Care
2282,2017-12-31,NDN CT Equity,60.222,13.0,99.0,9.0,0.0,,,,6.9767,,19.8347,0.0,55.3571,8.0,2.0,100.0,22.222,14.0351,,,617.051,-869.342,1.5979999999999999,237.15,,72.4851,45.3601,-4.9216,40.441,1.0854,459.576,Nordion Inc,Health Care
2283,2018-12-31,NDN CT Equity,60.222,13.0,99.0,9.0,0.0,,,,6.9767,,19.8347,0.0,55.3571,8.0,2.0,100.0,22.222,14.0351,,,617.051,-869.342,1.5979999999999999,237.15,,72.4851,45.3601,-4.9216,40.441,1.0854,459.576,Nordion Inc,Health Care
2284,2019-12-31,NDN CT Equity,60.222,13.0,99.0,9.0,0.0,,,,6.9767,,19.8347,0.0,55.3571,8.0,2.0,100.0,22.222,14.0351,,,617.051,-869.342,1.5979999999999999,237.15,,72.4851,45.3601,-4.9216,40.441,1.0854,459.576,Nordion Inc,Health Care
2285,2020-12-31,NDN CT Equity,60.222,13.0,99.0,9.0,0.0,,,,6.9767,,19.8347,0.0,55.3571,8.0,2.0,100.0,22.222,14.0351,,,617.051,-869.342,1.5979999999999999,237.15,,72.4851,45.3601,-4.9216,40.441,1.0854,459.576,Nordion Inc,Health Care
2286,2010-12-31,NFI CT Equity,,,,,,,,,,,,,,,,,,,2237074.6272,,869.889,,7.1244,-30.38,,-24.467,-3.4343,14.4143,384.493,,100.689,NFI Group Inc,Industrials
2287,2011-12-31,NFI CT Equity,,,,,,,,257.3988,,56.397,,,,,,,,,1763399.5496,,848.933,,7.5452,2.401,3.046,2.108,0.2794,-10.5566,411.209,,127.113,NFI Group Inc,Industrials
2288,2012-12-31,NFI CT Equity,,,,,,,,382.1041,,59.244,,,,,,,,,1813490.801,,897.224,-74.0741,2.4912,9.29,3.057,2.6185,1.0511,-6.6030999999999995,221.916,1.0476,343.988,NFI Group Inc,Industrials
2289,2013-12-31,NFI CT Equity,,,,,,50.0,5.0,587.3945,,49.006,,,,,,,,,2391876.0,6.24,1135.852,147.619,2.544,26.761,1.995,6.6972000000000005,2.6326,38.6217,236.616,1.0821,455.18,NFI Group Inc,Industrials
2290,2014-12-31,NFI CT Equity,,,,,,51.0,6.0,748.2155,,57.271,,,,,,,,,2679212.0,7.24,1136.115,-7.6923,2.5027,26.719,2.034,5.8865,2.3521,20.9831,245.237,1.1669,452.622,NFI Group Inc,Industrials
2291,2015-12-31,NFI CT Equity,61.556,11.0,98.98,9.0,0.0,52.0,7.0,1577.1084,6.9767,52.05,19.0083,0.0,51.7857,8.0,2.0,100.0,22.222,14.0351,3016364.0,5.6899999999999995,1785.641,102.0833,3.1199,53.894,1.454,11.5099,3.6892,6.0506,726.84,1.3317999999999999,483.86,NFI Group Inc,Industrials
2292,2016-12-31,NFI CT Equity,61.556,11.0,98.98,9.0,0.0,53.0,8.0,2491.8309,6.9767,32.218,19.0083,0.0,51.7857,8.0,2.0,100.0,22.222,14.0351,3217919.0,6.6899999999999995,1785.641,102.0833,3.1199,53.894,1.85,11.5099,3.6892,6.0506,726.84,1.3317999999999999,483.86,NFI Group Inc,Industrials
2293,2017-12-31,NFI CT Equity,63.556,7.0,100.0,9.0,0.0,54.0,9.0,3398.2575,6.9767,31.311,24.7934,0.0,55.3571,8.0,2.0,100.0,22.222,35.0877,3135813.0,7.6899999999999995,1974.587,45.7143,2.716,191.368,1.73,27.3775,10.08,4.735,600.101,1.9854,767.829,NFI Group Inc,Industrials
2294,2018-12-31,NFI CT Equity,64.556,14.0,95.23,9.0,0.0,55.0,10.0,2122.5046,24.031,37.008,39.2562,0.0,60.7143,8.0,2.0,100.0,22.222,52.6316,3047573.0,8.69,2074.137,-16.3399,2.5865,159.942,2.167,20.4357,7.9009,5.7587,666.455,1.3463,797.487,NFI Group Inc,Industrials
2295,2019-12-31,NFI CT Equity,63.444,13.0,99.08,9.0,0.0,56.0,11.0,1663.4684,26.3566,32.779,40.4959,0.0,60.7143,8.0,3.0,100.0,33.333,52.6316,2530372.0,8.14,2955.761,-63.6719,3.1151,57.698,2.6189999999999998,7.1467,2.2942,14.8635,1217.028,1.1572,817.198,NFI Group Inc,Industrials
2296,2020-12-31,NFI CT Equity,63.6,13.0,95.0,10.0,0.0,58.0,12.0,1506.2234,26.3566,29.336,40.4959,0.0,60.7143,8.0,3.0,100.0,30.0,52.6316,3239079.0,8.25,2755.915,-63.6719,3.9737999999999998,-157.736,3.11,-21.9483,-5.5233,-16.3909,1276.262,1.2122,620.141,NFI Group Inc,Industrials
2297,2010-12-31,NG CT Equity,58.25,7.0,91.3,8.0,0.0,,,3205.138,17.8295,79.982,33.0579,0.0,57.1429,6.0,0.0,100.0,0.0,43.8596,2035041.0,,781.3468,-126.1905,2.487,-196.8868,0.826,-63.9594,-25.717,-49.8745,134.712,4.7748,595.6671,Novagold Resources Inc,Materials
2298,2011-12-31,NG CT Equity,59.7,15.0,91.3,10.0,0.0,,,2081.0708,16.2791,90.733,32.2314,0.0,57.1429,8.0,0.0,100.0,0.0,43.8596,5774980.0,,510.1895,74.7368,2.4744,-58.1835,0.628,-21.5149,-8.6952,-49.8745,130.4201,6.0389,216.1039,Novagold Resources Inc,Materials
2299,2012-12-31,NG CT Equity,61.273,8.0,92.5,11.0,0.0,,,1259.6292,16.2791,85.123,15.2893,0.0,51.7857,7.0,1.0,100.0,9.091,14.0351,8671829.0,,685.242,87.6554,1.7252,-11.829,0.793,-3.4143,-1.979,-49.8745,141.712,2.1266,476.811,Novagold Resources Inc,Materials
2300,2013-12-31,NG CT Equity,62.273,6.0,96.66,11.0,0.0,58.0,2.0,854.9865,16.2791,65.1,16.1157,0.0,51.7857,7.0,1.0,100.0,9.091,17.5439,3924572.0,7.53,578.686,-566.6667,1.3411,-62.76,0.275,-13.3183,-9.9309,-49.8745,85.298,1.4622,465.649,Novagold Resources Inc,Materials
2301,2014-12-31,NG CT Equity,63.364,5.0,94.54,11.0,0.0,59.0,3.0,1081.9537,6.2016,73.088,19.4215,0.0,51.7857,8.0,1.0,100.0,9.091,17.5439,5891449.0,8.53,524.546,35.0,1.267,-40.484,0.532,-9.2985,-7.3392,-49.8745,91.265,1.9094,405.116,Novagold Resources Inc,Materials
2302,2015-12-31,NG CT Equity,64.273,4.0,75.0,11.0,0.0,60.0,4.0,1847.0378,3.876,73.967,18.1818,0.0,51.7857,9.0,1.0,100.0,9.091,17.5439,5207257.0,9.53,433.584,23.0769,1.3046,-31.951999999999998,1.09,-8.7014,-6.6697,-49.8745,80.261,2.9969,329.296,Novagold Resources Inc,Materials
2303,2016-12-31,NG CT Equity,65.273,4.0,75.0,11.0,0.0,61.0,5.0,1964.8971,2.3256,75.743,21.0744,0.0,51.7857,9.0,1.0,100.0,9.091,33.3333,5476244.0,10.53,408.261,-10.0,1.3372,-33.846,1.153,-10.7523,-8.0409,-49.8745,84.812,3.8653,300.263,Novagold Resources Inc,Materials
2304,2017-12-31,NG CT Equity,65.7,4.0,75.0,10.0,0.0,62.0,6.0,1591.7628,2.3256,72.814,21.0744,0.0,51.7857,8.0,1.0,100.0,10.0,33.3333,5428787.0,10.95,398.869,-9.0909,1.3814,-39.016,2.359,-13.355,-9.6678,-49.8745,90.04,3.4186,284.029,Novagold Resources Inc,Materials
2305,2018-12-31,NG CT Equity,63.444,6.0,98.03,9.0,0.0,63.0,7.0,1750.7586,2.3256,74.621,21.0744,0.0,51.7857,7.0,2.0,100.0,22.222,33.3333,4601424.0,,260.929,16.6667,1.4836,-112.765,2.584,-50.7132,-34.1817,-49.8745,96.501,4.9462,160.688,Novagold Resources Inc,Materials
2306,2019-12-31,NG CT Equity,62.444,5.0,100.0,9.0,0.0,64.0,8.0,3797.2811,2.3256,77.698,18.1818,0.0,55.3571,7.0,2.0,100.0,22.222,22.807,4483580.0,,245.835,10.0,1.6968999999999999,-27.761,2.547,-18.5915,-10.9562,-49.8745,103.787,9.7103,137.954,Novagold Resources Inc,Materials
2307,2020-12-31,NG CT Equity,63.4,6.0,100.0,10.0,0.0,65.0,9.0,4064.5641,1.5504,80.719,20.2479,0.0,55.3571,8.0,3.0,100.0,30.0,28.0702,4551438.0,8.65,224.441,-11.1111,1.8911,-33.564,2.077,-26.9936,-14.2742,-49.8745,110.412,15.2543,110.727,Novagold Resources Inc,Materials
2308,2010-12-31,NGD CT Equity,58.125,6.0,94.4,8.0,0.0,,,3793.9724,27.907,62.922,37.1901,0.0,51.7857,5.0,0.0,100.0,0.0,43.8596,5294090.82,,2429.189,,1.5123,47.461,3.692,2.9193,1.9303,63.8304,229.884,1.9733,1520.495,New Gold Inc,Materials
2309,2011-12-31,NGD CT Equity,56.0,5.0,97.22,8.0,0.0,,,4631.0741,27.907,64.822,39.6694,0.0,62.5,5.0,0.0,100.0,0.0,43.8596,3308878.0738,,3368.7,180.0,1.5246,179.028,3.059,9.4154,6.1756,31.1979,251.7,1.7074,2282.4,New Gold Inc,Materials
2310,2012-12-31,NGD CT Equity,60.875,5.0,100.0,8.0,0.0,,,5096.9221,31.7829,66.369,42.9752,0.0,62.5,6.0,0.0,100.0,0.0,49.1228,3253399.4865,,4283.7,2.3810000000000002,1.5432000000000001,199.0,2.952,8.026,5.201,13.7025,847.8,1.6049,2676.5,New Gold Inc,Materials
2311,2013-12-31,NGD CT Equity,61.875,6.0,95.83,8.0,0.0,62.0,5.92,2798.4508,33.3333,85.504,45.0413,0.0,67.8571,5.0,0.0,100.0,0.0,49.1228,2086001.5002,4.6,4202.3,2.3810000000000002,1.5725,-191.2,2.694,-7.0862,-4.5062,-1.4659,862.5,0.9795,2719.9,New Gold Inc,Materials
2312,2014-12-31,NGD CT Equity,62.875,6.0,97.91,8.0,0.0,63.0,6.92,2513.0465,34.8837,82.91,42.9752,0.0,60.7143,5.0,0.0,100.0,0.0,43.8596,2473373.9268,5.6,3881.8,-143.5897,1.6197,-477.1,2.75,-19.118,-11.8034,-6.8873,874.3,0.9735,2271.2,New Gold Inc,Materials
2313,2015-12-31,NGD CT Equity,63.444,6.0,98.04,9.0,0.0,64.0,7.92,1639.511,37.2093,82.635,44.2149,0.0,60.7143,6.0,1.0,100.0,11.111,43.8596,2617716.523,5.9399999999999995,3675.5,57.8947,1.729,-201.4,2.761,-9.2157,-5.3299,-1.8044,787.6,0.7515,2099.6,New Gold Inc,Materials
2314,2016-12-31,NGD CT Equity,63.444,8.0,94.44,9.0,0.0,65.0,8.42,2417.9425,38.7597,72.437,48.7603,0.0,60.7143,6.0,1.0,100.0,11.111,59.6491,819863.2218,6.06,3948.0,95.0,1.8227,-7.0,1.7109999999999999,-0.3347,-0.1836,-26.6657,889.5,0.9281,2082.9,New Gold Inc,Materials
